Study_Hours,Attendance_Percentage,Assignment_Score,Quiz_Score,Project_Score,Midterm_Exam,Course_Work_Score,Final_Exam_Score,Status
5.1,55.7,52.3,53.7,43.7,38.7,49.3,38.7,Fail
4.9,64.3,45.2,43.0,46.6,47.4,45.1,34.8,Fail
14.0,70.9,66.0,47.4,66.2,60.7,60.5,51.9,Pass
9.2,63.6,63.0,40.6,58.3,59.7,54.4,41.7,Pass
9.1,80.0,61.3,57.5,61.3,83.4,60.2,63.5,Pass
11.2,82.4,65.9,50.7,75.7,70.5,65.3,64.5,Pass
5.9,81.3,51.9,50.4,48.6,65.6,50.1,58.2,Pass
16.1,84.7,72.3,82.8,87.2,82.1,81.4,93.9,Pass
8.3,69.6,56.5,54.9,64.1,47.7,59.1,54.1,Pass
7.4,70.4,43.3,40.0,49.5,50.2,44.8,45.6,Fail
8.2,62.6,60.1,50.2,48.6,59.1,52.5,58.8,Pass
5.8,77.9,40.0,53.9,58.7,52.9,51.6,52.8,Pass
4.6,59.6,55.6,33.5,53.4,39.5,48.1,47.1,Fail
12.7,72.0,62.8,51.2,63.3,75.0,59.5,64.1,Pass
3.2,61.4,43.9,36.6,36.5,39.1,38.8,39.5,Fail
3.4,40.0,43.3,46.4,36.8,20.5,41.6,30.8,Fail
6.5,74.7,53.1,39.1,34.6,57.8,41.5,49.6,Fail
4.0,57.2,39.3,34.2,49.1,42.5,41.7,26.8,Fail
2.2,68.2,47.2,26.2,42.1,48.6,38.9,37.7,Fail
3.3,60.4,62.3,30.6,49.8,42.8,47.8,30.5,Fail
4.1,61.3,52.9,38.2,61.3,36.9,51.8,43.7,Fail
8.5,61.3,49.3,47.7,53.3,57.1,50.4,52.7,Pass
6.2,78.5,53.1,23.5,62.4,50.2,47.9,48.8,Fail
11.5,86.7,65.2,59.9,69.7,72.4,65.4,66.8,Pass
3.2,71.8,39.7,55.9,45.2,54.5,46.8,40.1,Fail
3.6,66.4,51.9,40.8,59.9,39.3,51.8,50.7,Fail
7.8,70.4,54.1,47.6,54.4,52.7,52.3,56.6,Pass
4.4,74.0,53.5,38.1,57.0,25.5,50.3,24.0,Fail
5.6,65.7,30.0,35.4,51.5,62.2,40.2,49.2,Fail
3.4,74.6,54.7,42.1,54.6,45.0,50.9,28.5,Fail
3.2,56.1,38.5,40.1,47.7,33.3,42.7,45.9,Fail
4.3,73.0,42.5,58.4,54.6,57.0,52.1,56.4,Pass
11.9,84.6,58.5,55.7,66.6,82.2,60.9,87.4,Pass
2.7,54.5,34.4,46.2,38.3,23.9,39.5,13.6,Fail
12.7,68.5,62.5,71.4,69.7,64.2,68.1,58.1,Pass
11.3,73.2,71.7,54.5,55.1,68.1,59.9,59.0,Pass
5.1,69.5,47.5,37.0,54.7,37.3,47.2,32.0,Fail
6.9,63.3,60.7,33.1,51.5,44.3,48.7,38.0,Fail
8.2,70.6,59.9,51.0,67.2,45.2,60.2,43.2,Pass
10.0,55.5,71.2,48.3,46.6,56.8,54.5,54.0,Pass
3.6,70.4,44.3,50.2,52.5,36.2,49.4,39.9,Fail
10.6,79.2,68.3,61.3,70.0,88.4,66.9,76.9,Pass
7.3,80.9,68.9,33.4,63.8,71.3,56.2,67.2,Pass
3.8,69.2,53.4,40.1,59.8,34.3,52.0,38.8,Fail
7.3,65.8,53.0,50.3,55.9,37.0,53.4,47.3,Fail
3.7,56.3,40.4,35.1,46.4,26.3,41.2,41.5,Fail
6.8,61.7,36.6,53.4,42.7,46.5,44.1,52.7,Fail
5.2,65.5,48.1,37.7,52.1,47.9,46.6,46.1,Fail
7.5,62.2,46.3,56.4,52.3,41.0,51.7,31.0,Fail
7.8,63.2,50.2,43.0,53.6,50.1,49.4,62.2,Pass
13.6,76.0,70.4,60.9,61.7,70.7,64.1,58.6,Pass
9.6,58.6,44.3,68.3,68.6,47.4,61.2,46.4,Pass
8.7,62.5,48.2,37.9,50.0,66.7,45.8,38.9,Fail
2.1,64.3,46.6,36.5,43.0,41.0,42.1,48.7,Fail
11.7,76.2,56.1,62.9,56.9,72.5,58.5,63.7,Pass
5.3,73.3,52.2,39.4,44.2,71.0,45.2,53.6,Pass
3.4,65.3,35.2,43.0,36.0,32.5,37.9,20.2,Fail
19.5,83.6,88.3,85.4,99.3,100.0,91.8,99.0,Pass
4.4,70.4,55.2,44.8,41.1,61.6,46.4,56.2,Pass
14.4,78.8,82.3,68.1,72.9,90.1,74.3,74.5,Pass
8.2,62.1,65.0,53.3,55.3,60.3,57.6,54.1,Pass
9.3,64.8,60.2,44.9,55.0,41.3,53.5,53.2,Pass
6.8,81.6,44.0,44.7,52.2,59.0,47.5,44.1,Fail
3.8,90.3,54.7,50.1,54.1,46.4,53.1,49.8,Pass
10.3,78.2,67.7,53.9,58.5,66.6,59.9,56.4,Pass
7.9,61.4,55.2,47.3,62.4,62.2,55.7,55.1,Pass
7.8,84.6,74.3,30.6,76.5,61.0,62.1,55.8,Pass
7.2,65.2,64.3,53.2,65.9,42.7,61.6,55.7,Pass
5.9,70.5,53.2,57.5,41.3,39.1,49.7,44.6,Fail
10.3,72.2,68.2,61.2,51.5,56.5,59.4,41.3,Pass
9.1,72.4,48.2,60.0,49.3,59.6,52.2,58.3,Pass
11.0,69.7,64.4,65.0,69.1,77.2,66.5,68.8,Pass
6.0,77.6,45.2,45.9,52.2,55.3,48.2,53.3,Pass
5.7,65.4,49.6,35.9,69.1,46.3,53.3,39.5,Fail
4.9,70.8,45.6,48.2,52.1,46.5,49.0,30.9,Fail
7.3,73.5,51.4,59.0,65.4,54.5,59.3,39.4,Pass
2.2,61.8,36.4,25.5,50.6,44.2,38.8,32.8,Fail
24.8,77.7,89.7,95.5,89.4,95.4,91.3,100.0,Pass
4.6,58.9,42.3,42.4,41.4,53.7,42.0,42.6,Fail
13.4,81.8,76.4,63.9,85.9,81.1,76.5,75.4,Pass
5.3,68.8,49.1,41.5,40.6,45.6,43.4,45.1,Fail
9.6,65.0,58.3,54.8,59.4,83.6,57.7,73.2,Pass
16.9,80.6,80.3,66.5,86.5,92.3,78.6,84.9,Pass
9.3,72.8,62.7,80.9,66.3,61.5,69.6,65.1,Pass
16.4,84.3,69.5,60.2,77.5,89.2,69.9,94.8,Pass
12.9,90.0,70.7,43.0,72.8,70.8,63.2,78.4,Pass
3.7,46.2,43.2,37.3,33.2,30.1,37.4,39.6,Fail
10.4,82.2,58.4,59.2,60.7,62.2,59.6,78.1,Pass
8.4,71.8,50.4,56.2,70.6,58.1,60.2,54.7,Pass
4.4,57.0,36.5,13.2,46.9,24.2,33.7,28.1,Fail
12.3,76.1,69.0,44.6,66.0,55.4,60.5,52.7,Pass
3.1,75.3,46.4,36.6,54.5,47.6,46.7,42.6,Fail
11.9,88.2,69.0,71.1,70.0,69.8,70.0,69.3,Pass
10.4,64.3,45.8,37.6,52.2,76.9,45.9,71.7,Pass
7.4,62.1,54.0,50.8,51.0,58.2,51.8,49.9,Pass
4.7,55.3,47.0,37.0,37.2,46.0,40.1,31.8,Fail
10.3,74.2,65.0,57.6,76.7,68.1,67.5,63.0,Pass
1.7,64.3,54.2,34.6,49.9,35.4,46.6,16.5,Fail
4.2,72.9,44.2,42.3,55.4,53.1,48.1,43.3,Fail
6.9,71.8,59.2,47.9,54.1,53.1,53.8,45.0,Pass
7.4,76.0,60.3,60.2,59.7,60.3,60.0,64.4,Pass
4.3,54.1,48.5,38.3,42.8,38.8,43.2,47.1,Fail
4.3,79.2,49.9,53.4,44.1,60.5,48.6,47.9,Pass
9.4,81.7,69.4,52.1,73.2,56.1,65.7,43.3,Pass
3.7,60.2,39.6,48.3,51.2,23.4,46.8,21.9,Fail
5.5,60.3,45.3,40.1,52.6,41.5,46.7,41.1,Fail
3.1,69.7,45.6,37.2,48.5,56.1,44.2,35.1,Fail
7.1,56.0,49.2,28.6,45.8,54.9,41.7,46.6,Fail
6.1,61.4,53.6,35.6,54.8,57.9,48.7,61.7,Pass
1.6,53.7,41.4,25.6,33.4,33.9,33.5,24.9,Fail
2.7,62.5,46.3,20.3,39.7,38.8,35.9,34.5,Fail
13.8,73.0,80.1,55.8,67.0,66.5,67.6,73.2,Pass
4.5,59.1,45.1,45.9,43.0,38.5,44.5,30.0,Fail
8.6,63.3,64.6,56.9,53.9,56.5,58.0,48.8,Pass
3.6,59.2,36.4,22.6,49.8,39.2,37.6,33.7,Fail
15.0,68.5,69.5,80.1,65.9,75.2,71.2,77.1,Pass
2.1,66.9,43.7,43.9,45.3,42.4,44.4,41.7,Fail
13.1,84.7,61.1,83.7,77.4,72.7,74.4,64.4,Pass
7.4,72.1,56.8,59.3,67.0,59.7,61.6,53.8,Pass
10.1,83.2,66.1,75.0,70.7,79.5,70.6,44.8,Pass
13.9,70.0,73.6,66.8,58.7,90.6,65.6,78.6,Pass
8.0,63.6,58.9,41.5,55.7,46.9,52.4,52.1,Pass
17.2,84.2,69.4,76.2,86.6,96.9,78.3,92.3,Pass
13.8,81.1,81.5,45.5,69.5,80.5,65.9,92.9,Pass
9.9,72.0,57.7,53.3,72.4,72.6,62.3,58.8,Pass
12.6,74.9,62.8,61.0,78.7,88.2,68.6,73.3,Pass
7.0,59.9,55.9,54.1,57.5,64.6,56.0,51.0,Pass
3.9,43.4,47.6,36.3,48.9,25.3,44.7,33.4,Fail
22.8,91.8,89.4,84.1,100.0,100.0,92.0,100.0,Pass
7.2,76.5,57.0,37.4,59.9,47.6,52.3,58.3,Pass
8.3,66.5,63.8,43.1,65.6,57.3,58.3,50.1,Pass
2.8,58.9,35.8,33.9,35.0,56.7,34.9,27.5,Fail
14.4,72.0,48.0,58.3,74.8,79.9,61.8,84.3,Pass
8.1,66.7,60.5,25.9,61.4,53.9,50.5,54.1,Pass
9.4,79.3,69.9,55.4,83.6,56.2,71.0,64.1,Pass
10.2,64.8,47.1,49.4,57.2,57.1,51.8,47.4,Pass
4.4,70.4,49.8,37.9,60.4,56.1,50.5,39.6,Fail
14.2,73.1,66.3,66.0,79.1,66.8,71.3,64.4,Pass
8.6,54.4,54.5,43.4,54.2,66.0,51.0,62.0,Pass
1.7,59.3,24.6,43.3,26.8,43.8,31.1,16.5,Fail
12.6,88.2,61.5,58.1,70.6,63.4,64.1,58.3,Pass
6.6,62.4,55.5,37.7,53.1,62.3,49.2,53.4,Pass
4.7,63.7,47.4,34.4,56.4,32.4,47.1,21.1,Fail
2.3,62.8,55.5,37.4,48.3,23.8,47.2,30.2,Fail
5.5,68.2,56.2,45.6,54.0,54.6,52.1,42.5,Fail
5.2,78.6,46.3,41.1,60.7,59.4,50.5,28.2,Fail
13.4,69.7,73.5,61.8,76.5,67.9,71.2,78.7,Pass
4.9,66.0,63.3,45.7,59.9,39.8,56.7,24.2,Fail
2.6,69.2,45.4,43.4,41.3,39.9,43.2,39.8,Fail
9.5,65.7,61.9,51.3,67.9,61.4,61.1,66.2,Pass
13.8,77.1,77.3,57.5,83.7,74.5,73.9,76.8,Pass
5.8,74.8,52.7,39.4,74.5,44.5,57.4,52.9,Pass
19.1,78.8,64.9,79.1,86.2,78.2,77.7,76.0,Pass
12.5,73.6,71.5,67.4,77.9,66.8,72.8,62.0,Pass
14.5,68.2,75.9,65.3,76.2,64.3,72.8,80.9,Pass
9.3,78.7,73.9,51.7,70.9,66.0,66.0,73.2,Pass
8.7,71.7,50.1,46.9,67.3,68.3,56.0,76.7,Pass
4.8,62.4,39.9,48.4,37.0,40.3,41.3,35.1,Fail
16.7,77.6,71.2,60.1,81.1,89.4,71.8,86.2,Pass
15.2,78.2,72.5,63.7,79.0,92.2,72.5,91.0,Pass
16.9,83.0,83.0,85.9,78.5,79.4,82.1,81.4,Pass
7.0,63.2,44.0,56.7,42.4,55.3,47.2,32.8,Fail
5.8,62.4,57.9,45.2,49.6,47.9,50.8,50.4,Pass
10.9,71.0,70.3,52.4,68.7,53.6,64.3,58.2,Pass
5.3,67.6,58.3,41.3,52.1,47.7,50.7,47.3,Fail
7.0,81.2,55.9,51.5,62.3,53.0,57.1,58.4,Pass
1.9,55.9,22.7,52.1,32.1,31.8,35.3,34.5,Fail
8.3,56.7,66.4,56.7,58.0,51.2,60.1,53.9,Pass
9.9,83.1,60.0,65.6,69.1,61.6,65.3,63.8,Pass
14.7,70.6,76.3,63.6,65.3,86.2,68.1,84.7,Pass
11.1,85.1,68.7,56.2,61.2,50.2,62.0,52.5,Pass
12.2,84.6,78.8,61.2,79.8,63.7,73.9,65.3,Pass
18.4,86.4,82.3,86.0,87.3,89.8,85.4,85.8,Pass
4.2,74.8,51.4,57.6,45.6,41.1,50.9,38.8,Fail
3.8,49.9,44.0,28.2,40.5,43.5,37.9,34.4,Fail
8.0,58.8,57.0,26.6,58.9,52.8,48.6,36.5,Fail
3.5,66.5,37.1,37.1,40.4,41.1,38.4,32.0,Fail
8.6,67.2,72.4,60.3,72.3,58.5,68.7,63.7,Pass
3.5,57.9,43.8,32.0,49.2,38.8,42.4,32.5,Fail
4.0,71.3,54.0,45.7,57.5,36.6,52.9,38.7,Fail
2.3,64.8,56.2,26.1,48.2,43.5,44.0,52.0,Fail
8.2,78.2,59.8,49.9,66.5,48.2,59.5,55.5,Pass
2.9,60.5,36.0,29.4,58.6,39.2,43.1,47.2,Fail
9.6,71.4,52.4,52.6,58.5,62.8,54.9,62.0,Pass
10.5,84.9,62.9,61.2,66.1,63.8,63.7,60.9,Pass
4.5,55.1,48.2,44.9,61.6,37.3,52.6,33.7,Fail
11.3,72.9,68.0,54.3,76.5,60.6,67.3,66.4,Pass
10.6,65.7,69.9,44.5,63.1,45.8,59.6,56.9,Pass
12.9,89.0,60.2,51.9,68.5,90.4,61.0,89.6,Pass
4.3,84.4,55.7,55.3,53.5,57.9,54.7,67.4,Pass
4.2,66.7,53.3,33.6,64.8,45.5,52.0,48.6,Fail
10.2,76.2,67.9,61.1,67.0,58.2,65.5,61.8,Pass
7.9,68.7,37.1,35.2,62.8,52.9,46.8,56.5,Pass
8.3,68.8,54.3,64.6,60.4,53.7,59.8,57.7,Pass
14.9,78.5,79.9,92.5,79.6,94.8,83.6,86.4,Pass
2.6,52.3,34.4,36.8,44.7,19.1,39.2,22.3,Fail
11.8,79.4,57.9,58.2,67.9,56.2,62.0,59.8,Pass
10.6,64.8,65.2,67.5,61.5,48.2,64.4,58.9,Pass
9.9,69.0,62.9,49.6,74.0,67.3,63.4,54.3,Pass
12.3,75.0,68.9,61.3,68.5,63.0,66.5,66.1,Pass
6.4,61.6,46.1,19.6,55.6,51.0,42.0,60.1,Pass
3.4,68.9,37.0,39.0,54.9,42.8,44.8,28.5,Fail
4.9,62.1,56.0,51.7,54.9,55.0,54.3,41.3,Fail
4.5,73.9,77.9,39.2,62.3,55.5,60.0,43.2,Pass
0.9,54.1,25.1,26.5,25.2,32.7,25.6,35.3,Fail
10.0,70.7,69.4,50.7,66.3,69.4,62.6,66.5,Pass
5.9,58.5,48.0,60.3,59.4,38.3,56.2,47.7,Fail
6.4,75.5,58.0,50.0,73.7,33.8,61.9,52.1,Pass
5.1,63.6,48.8,42.5,58.7,49.8,50.9,63.7,Pass
7.0,63.9,70.7,42.7,59.2,50.4,57.7,33.4,Fail
16.2,77.9,69.4,79.4,82.1,74.7,77.5,100.0,Pass
2.3,61.9,38.4,28.3,48.6,35.0,39.4,41.7,Fail
17.8,84.6,81.6,86.6,70.4,72.4,78.6,100.0,Pass
8.2,74.2,63.2,50.5,53.4,51.5,55.5,50.3,Pass
5.3,65.1,60.8,53.5,54.2,60.6,56.0,49.8,Pass
5.7,66.5,55.3,40.8,53.0,55.7,50.0,39.8,Fail
4.0,40.0,41.8,41.2,37.8,44.0,40.0,23.3,Fail
1.7,58.4,37.4,38.2,43.9,32.5,40.2,29.5,Fail
3.6,75.8,54.0,41.3,55.8,51.4,50.9,39.8,Fail
7.1,72.1,50.1,61.0,46.2,68.8,51.8,54.6,Pass
6.1,58.7,51.4,54.8,41.7,57.3,48.5,41.6,Fail
9.2,67.9,57.0,46.4,57.6,64.8,54.1,62.7,Pass
5.1,61.3,40.7,35.1,52.6,23.0,43.8,36.2,Fail
4.7,74.2,64.1,41.7,53.9,53.9,53.3,47.5,Pass
21.2,93.2,82.5,82.3,89.7,96.9,85.3,95.2,Pass
4.1,58.7,42.7,48.1,56.4,33.8,49.8,28.1,Fail
4.2,65.1,35.3,43.7,52.1,50.2,44.5,42.9,Fail
12.2,65.6,62.7,50.1,64.8,65.8,59.8,57.6,Pass
10.6,67.7,65.0,47.6,76.8,65.7,64.5,65.3,Pass
5.5,61.9,42.3,43.6,50.5,41.1,46.0,32.4,Fail
11.1,67.7,48.0,64.1,69.2,51.9,61.3,68.1,Pass
7.6,72.0,53.8,63.8,51.6,74.7,55.9,54.5,Pass
5.2,77.0,52.2,47.2,45.5,40.7,48.0,55.1,Fail
10.2,71.8,60.1,54.3,58.3,57.3,57.6,64.2,Pass
7.1,60.1,64.9,43.6,59.3,58.1,56.3,44.3,Pass
1.8,63.8,45.4,28.4,43.3,49.0,39.5,38.9,Fail
10.2,73.9,64.6,55.2,64.0,65.2,61.5,72.4,Pass
6.5,66.3,55.5,41.5,56.6,58.4,51.7,44.9,Pass
15.5,93.5,81.6,68.8,84.3,88.3,78.8,81.7,Pass
11.4,75.6,61.9,64.3,76.1,59.3,68.3,66.0,Pass
7.9,74.1,50.5,37.9,55.1,45.5,48.6,58.9,Pass
5.6,48.8,65.6,22.3,39.6,49.9,42.2,41.8,Fail
7.0,60.7,51.0,37.0,64.9,55.1,52.4,52.5,Pass
3.9,68.8,48.6,47.9,46.7,70.0,47.6,59.7,Pass
7.9,71.8,57.7,53.5,67.8,49.2,60.5,46.1,Pass
16.1,76.3,69.0,78.0,80.0,81.2,76.1,73.4,Pass
19.0,86.4,85.3,63.5,98.2,90.8,83.9,100.0,Pass
13.6,83.7,62.1,70.5,69.5,63.6,67.6,76.2,Pass
7.6,65.3,60.5,35.1,63.4,47.2,54.0,37.1,Fail
2.6,58.1,40.6,25.5,41.2,41.0,36.3,46.8,Fail
6.8,66.1,62.5,34.8,51.8,54.8,49.9,55.4,Pass
11.8,78.1,71.2,50.3,82.1,62.2,69.3,69.5,Pass
11.1,68.7,66.0,80.4,60.3,65.0,68.0,62.7,Pass
6.4,74.5,48.8,52.5,50.7,71.2,50.7,51.6,Pass
6.1,63.5,51.8,27.7,45.0,46.7,41.8,47.3,Fail
8.8,66.1,63.5,36.7,57.1,49.7,52.9,61.3,Pass
7.3,87.5,61.8,53.7,64.8,78.6,60.6,55.4,Pass
6.7,58.2,40.0,45.8,49.4,51.7,45.5,47.0,Fail
6.5,74.1,63.1,42.1,61.1,45.0,56.0,53.9,Pass
14.6,63.1,74.2,78.1,60.3,82.7,69.8,85.8,Pass
3.6,69.6,36.1,32.3,47.5,33.7,39.5,30.4,Fail
5.9,88.6,59.4,58.5,51.1,49.1,55.8,50.1,Pass
6.1,75.8,61.5,54.7,54.9,48.8,56.8,43.7,Fail
7.8,80.1,54.8,73.8,59.6,53.0,62.4,54.7,Pass
7.1,67.8,43.9,69.6,54.5,48.1,55.8,50.0,Pass
6.9,75.8,47.9,55.4,59.9,45.6,55.0,49.7,Pass
3.7,66.4,46.4,40.1,39.7,44.1,41.8,48.4,Fail
7.1,84.7,67.1,55.0,60.1,47.5,60.7,51.5,Pass
10.1,63.3,50.5,58.6,75.7,47.9,63.0,41.8,Pass
7.9,79.0,50.9,35.4,60.0,61.1,49.9,50.4,Pass
3.6,67.7,45.1,26.4,47.2,39.9,40.3,59.8,Fail
7.5,61.7,59.0,55.7,42.4,52.8,51.4,43.9,Fail
7.2,66.4,68.4,59.7,59.3,51.6,62.2,53.9,Pass
5.7,54.0,48.3,54.4,37.6,65.9,45.8,60.5,Pass
8.0,43.5,43.7,41.6,31.6,47.4,38.2,61.0,Fail
4.8,56.2,40.1,42.6,49.6,41.5,44.7,40.5,Fail
10.3,69.3,72.4,50.9,68.2,65.0,64.3,69.1,Pass
18.4,82.7,71.5,92.7,72.4,93.0,78.2,91.9,Pass
10.8,62.5,61.9,50.9,52.6,69.5,54.9,57.8,Pass
4.3,62.6,57.9,33.1,44.7,44.4,45.2,39.8,Fail
10.0,73.9,60.9,54.0,77.9,66.4,65.6,57.3,Pass
11.4,69.1,54.9,53.8,66.4,71.5,59.2,78.2,Pass
8.7,61.8,60.2,48.9,62.3,64.9,57.6,71.6,Pass
9.3,65.3,59.0,59.9,68.8,54.8,63.2,57.2,Pass
6.7,78.7,60.8,50.6,70.5,42.1,61.6,40.2,Fail
3.2,50.0,46.0,29.2,43.7,21.0,40.0,19.3,Fail
6.5,77.0,60.2,42.7,62.0,58.2,55.7,62.2,Pass
3.9,75.6,52.8,37.7,52.7,48.1,48.2,36.2,Fail
6.1,64.5,57.0,27.0,40.1,35.4,41.2,28.4,Fail
5.1,69.8,61.9,51.8,56.4,48.9,56.7,52.3,Pass
3.7,58.2,38.6,43.2,41.1,37.1,41.0,39.5,Fail
14.3,79.3,70.3,80.3,54.6,70.5,67.0,65.8,Pass
7.1,86.3,66.4,55.6,58.2,42.6,59.9,48.7,Pass
5.2,76.4,52.7,32.0,51.7,45.7,46.1,51.7,Fail
2.3,58.7,32.1,36.1,48.0,40.2,39.7,38.6,Fail
11.1,62.8,63.7,56.8,62.3,78.4,61.1,65.2,Pass
8.1,67.4,52.5,56.3,52.4,43.9,53.6,42.6,Fail
19.8,85.9,100.0,96.2,82.2,90.9,91.7,89.9,Pass
4.5,71.2,58.3,31.6,51.6,60.4,47.6,49.6,Pass
13.7,75.6,79.4,69.1,75.2,82.7,74.6,83.8,Pass
6.5,82.1,58.0,48.3,63.9,63.0,57.4,58.3,Pass
4.0,65.1,50.0,63.2,54.9,45.9,55.9,31.2,Fail
5.5,62.8,47.1,50.7,40.8,55.1,45.7,51.4,Fail
7.6,73.3,50.5,47.7,60.0,48.5,53.5,38.7,Fail
5.2,71.8,44.6,56.6,51.4,41.6,50.9,55.0,Pass
3.3,57.9,61.1,34.5,45.6,24.7,46.9,43.8,Fail
3.9,57.2,48.1,44.0,47.8,40.8,46.8,35.9,Fail
9.5,58.3,45.9,47.0,68.4,61.8,55.2,52.2,Pass
3.6,62.0,53.5,39.1,46.0,44.9,46.2,42.6,Fail
4.8,75.5,73.2,55.9,58.0,65.7,61.9,46.1,Pass
3.7,69.8,36.1,37.3,41.0,37.1,38.4,29.0,Fail
8.2,78.8,64.8,25.4,55.4,66.5,49.2,45.4,Pass
25.0,84.8,86.5,84.4,90.3,100.0,87.4,100.0,Pass
9.3,69.9,68.8,66.3,51.8,70.2,61.2,68.5,Pass
4.4,50.0,26.7,51.4,37.2,40.7,38.3,32.4,Fail
8.2,77.9,60.4,46.1,74.5,58.3,61.8,59.9,Pass
4.6,76.3,55.6,29.9,48.9,49.7,45.2,41.1,Fail
7.8,60.8,42.8,43.2,51.3,52.3,46.3,48.4,Fail
15.2,91.2,81.3,79.9,72.0,96.3,77.2,83.9,Pass
6.8,66.3,49.8,44.6,53.0,32.0,49.5,48.4,Fail
8.5,61.5,69.2,31.2,51.5,46.9,50.7,47.2,Fail
7.0,65.9,42.4,52.0,51.3,46.8,48.8,41.3,Fail
11.6,78.9,74.1,69.5,68.2,78.2,70.4,63.4,Pass
10.1,71.7,60.9,69.4,63.0,59.3,64.3,49.2,Pass
5.7,62.2,60.4,24.5,60.7,44.9,49.8,45.4,Fail
10.1,76.9,73.8,66.7,79.8,61.7,74.1,50.2,Pass
7.8,74.8,56.0,52.5,72.3,63.4,61.5,66.4,Pass
5.4,65.1,50.0,37.2,52.5,45.6,47.2,46.1,Fail
5.5,63.7,57.4,28.2,53.8,53.4,47.2,23.6,Fail
7.7,64.9,59.0,31.5,57.8,60.7,50.3,49.5,Pass
8.4,73.9,58.0,45.0,66.4,75.3,57.5,53.6,Pass
6.4,54.8,42.6,35.4,44.5,53.8,41.2,28.8,Fail
8.6,64.2,59.4,49.0,51.5,60.0,53.1,62.4,Pass
4.3,63.9,38.9,53.8,33.7,61.7,41.3,50.6,Fail
3.5,57.9,49.6,36.5,52.4,50.0,46.8,47.6,Fail
2.6,65.2,53.6,23.1,48.8,39.2,42.5,36.2,Fail
9.4,72.6,54.0,44.7,56.0,57.1,52.0,66.8,Pass
2.4,82.7,46.3,44.0,62.3,56.2,52.0,46.8,Pass
8.5,64.1,51.2,43.0,52.6,51.3,49.3,60.5,Pass
5.2,66.2,58.7,41.9,63.6,50.8,55.6,50.5,Pass
5.8,59.3,49.8,53.0,44.6,33.5,48.7,45.9,Fail
5.8,82.5,53.4,54.2,59.5,53.1,56.1,54.8,Pass
22.8,100.0,100.0,85.2,100.0,100.0,95.6,100.0,Pass
4.8,53.2,41.7,30.0,42.1,31.6,38.3,21.0,Fail
3.9,63.4,45.2,57.2,38.8,51.4,46.2,46.5,Fail
17.8,81.6,71.2,68.3,82.4,66.2,74.8,78.2,Pass
2.8,60.6,50.5,57.8,40.4,52.3,48.6,29.5,Fail
3.2,60.0,35.7,51.6,33.0,34.0,39.4,32.6,Fail
11.2,79.6,77.7,58.7,58.0,64.7,64.1,63.9,Pass
8.7,84.7,64.7,44.3,67.1,74.3,59.5,68.3,Pass
5.4,72.9,51.4,45.5,38.2,46.5,44.4,51.7,Fail
3.6,71.2,48.5,52.6,48.1,54.0,49.6,45.9,Fail
1.6,59.1,54.6,29.9,49.1,41.1,45.0,29.2,Fail
15.7,87.0,66.7,59.4,68.8,92.4,65.4,69.7,Pass
10.2,80.4,54.3,52.5,56.2,73.7,54.5,62.5,Pass
14.8,74.0,79.5,69.6,78.0,75.2,75.9,76.7,Pass
12.3,72.9,59.1,64.5,49.3,79.7,56.8,86.6,Pass
8.9,58.1,49.3,49.8,55.3,56.9,51.8,43.3,Fail
4.8,54.9,42.5,35.1,43.0,44.1,40.5,23.1,Fail
3.6,60.9,54.5,37.0,58.0,56.4,50.6,46.7,Pass
13.0,67.0,72.6,56.2,80.6,71.3,70.9,70.2,Pass
5.2,72.7,51.1,45.8,56.1,48.2,51.5,38.0,Fail
3.7,63.2,49.6,41.3,43.1,57.4,44.5,49.0,Fail
4.5,69.7,52.9,40.1,52.5,46.6,48.9,32.2,Fail
13.5,66.4,58.9,53.7,74.2,59.2,63.5,85.6,Pass
4.0,75.2,43.1,53.9,56.1,33.9,51.5,45.1,Fail
5.5,70.5,35.9,47.4,34.9,48.6,39.0,52.6,Fail
6.5,71.0,66.2,53.5,47.6,48.6,55.0,49.5,Pass
7.9,77.1,53.6,45.0,65.6,66.7,55.8,60.8,Pass
3.8,67.1,47.8,39.3,40.1,38.6,42.2,34.1,Fail
6.4,59.6,55.0,37.1,55.0,36.0,49.6,44.6,Fail
11.3,78.6,58.4,72.2,73.4,69.1,68.5,69.6,Pass
19.9,77.6,76.3,68.4,89.7,75.5,79.3,99.5,Pass
3.3,65.6,38.9,29.6,49.8,41.4,40.5,36.5,Fail
3.7,58.3,21.7,38.3,38.9,40.9,33.6,38.6,Fail
4.1,78.2,51.1,33.1,43.8,43.9,42.8,32.4,Fail
9.8,77.1,81.4,68.5,80.5,53.0,77.2,65.1,Pass
3.5,72.3,44.5,28.1,36.0,37.1,36.2,37.9,Fail
6.2,61.4,46.8,41.9,52.4,46.5,47.6,48.1,Fail
5.8,69.4,49.5,41.4,49.7,38.0,47.2,47.7,Fail
20.8,86.5,90.0,85.1,100.0,99.8,92.5,100.0,Pass
4.8,66.6,56.6,35.0,52.3,50.2,48.4,39.7,Fail
4.6,50.0,37.5,39.9,37.7,41.3,38.3,47.0,Fail
9.8,87.5,69.6,50.7,66.0,58.9,62.5,64.7,Pass
8.2,69.5,56.6,41.3,65.3,53.3,55.5,52.3,Pass
4.4,69.3,52.0,40.0,58.9,59.1,51.2,51.8,Pass
